foil_ID, species, incident energy [keV], kF [keV*degrees], sig_kF [keV*degrees], psi_half [degrees], sigma [degrees], sig_sigma [degrees], kappa, sig_kappa
B10a, H, 10.000000, 23.481129, 1.385771, 2.342656, 2.579307, 0.004192, 2.048697, 0.005126
B10a, H, 5.000000, 23.481129, 1.385771, 4.684314, 5.158037, 0.006618, 2.050896, 0.004585
B10a, H, 7.000000, 23.481129, 1.385771, 3.295326, 3.628382, 0.005818, 2.049724, 0.005302
B15a, H, 10.000000, 36.706184, 4.309705, 3.611174, 3.959053, 0.009508, 1.955763, 0.007689
B15a, H, 2.000000, 36.706184, 4.309705, 16.783001, 18.441224, 0.027520, 2.003536, 0.010935
B15a, H, 3.000000, 36.706184, 4.309705, 11.687831, 12.922658, 0.024082, 2.149622, 0.010757
B15a, H, 5.000000, 36.706184, 4.309705, 6.974800, 7.692113, 0.013467, 2.086547, 0.007319
B15a, H, 7.000000, 36.706184, 4.309705, 5.257702, 5.788977, 0.010103, 2.049184, 0.006184
B20a, H, 10.000000, 28.678566, 2.117452, 2.762014, 3.041048, 0.006047, 2.048803, 0.006366
B20a, H, 3.000000, 28.678566, 2.117452, 9.558991, 10.642052, 0.022449, 2.338691, 0.012447
B20a, H, 5.000000, 28.678566, 2.117452, 5.741123, 6.371421, 0.009420, 2.248462, 0.006424
B20a, H, 7.000000, 28.678566, 2.117452, 4.018663, 4.425108, 0.007905, 2.060623, 0.006313
B10a, He, 10.000000, 42.675320, 2.703669, 4.363480, 4.804492, 0.005060, 2.049649, 0.003528
B10a, He, 15.000000, 42.675320, 2.703669, 2.900049, 3.179795, 0.003310, 1.957782, 0.003127
B10a, He, 20.000000, 42.675320, 2.703669, 2.197196, 2.419219, 0.001765, 2.049212, 0.002306
B10a, He, 2.000000, 42.675320, 2.703669, 19.073120, 21.213917, 0.024142, 2.319029, 0.011578
B10a, He, 3.000000, 42.675320, 2.703669, 13.448606, 14.807994, 0.015554, 2.049940, 0.006093
B10a, He, 4.000000, 42.675320, 2.703669, 10.392897, 11.391211, 0.009918, 1.950396, 0.003875
B10a, He, 5.000000, 42.675320, 2.703669, 8.383950, 9.231075, 0.029854, 2.049081, 0.014362
B10a, He, 7.000000, 42.675320, 2.703669, 6.139075, 6.757789, 0.015439, 2.043597, 0.008456
B15a, He, 10.000000, 69.730751, 8.998856, 7.222275, 7.876821, 0.008720, 1.853030, 0.003674
B15a, He, 15.000000, 69.730751, 8.998856, 4.858348, 5.325048, 0.005538, 1.950446, 0.003247
B15a, He, 20.000000, 69.730751, 8.998856, 3.744316, 4.103871, 0.003672, 1.949795, 0.002597
B15a, He, 3.000000, 69.730751, 8.998856, 20.587063, 22.448404, 0.030098, 1.850831, 0.009657
B15a, He, 4.000000, 69.730751, 8.998856, 16.961489, 18.405407, 0.022524, 1.769600, 0.006445
B15a, He, 5.000000, 69.730751, 8.998856, 13.616778, 14.858592, 0.048805, 1.873654, 0.017050
B15a, He, 7.000000, 69.730751, 8.998856, 10.025764, 10.910396, 0.020160, 1.820017, 0.007097
B20a, He, 10.000000, 54.772621, 2.214504, 5.510127, 6.067175, 0.007115, 2.050197, 0.004221
B20a, He, 15.000000, 54.772621, 2.214504, 3.800410, 4.184601, 0.004621, 2.050165, 0.003649
B20a, He, 20.000000, 54.772621, 2.214504, 2.686568, 2.957806, 0.002412, 2.047351, 0.002486
B20a, He, 2.000000, 54.772621, 2.214504, 24.663834, 27.840608, 0.031894, 2.848352, 0.022604
B20a, He, 3.000000, 54.772621, 2.214504, 17.242019, 19.042325, 0.023550, 2.127465, 0.009550
B20a, He, 4.000000, 54.772621, 2.214504, 13.518955, 14.817311, 0.017405, 1.950044, 0.005872
B20a, He, 5.000000, 54.772621, 2.214504, 11.076998, 12.247492, 0.047043, 2.150028, 0.022621
B20a, He, 7.000000, 54.772621, 2.214504, 7.907735, 8.704906, 0.021457, 2.044183, 0.010177
B10a, Ne, 10.000000, 143.823395, 18.736403, 14.702504, 15.939958, 0.025835, 1.748769, 0.007472
B10a, Ne, 15.000000, 143.823395, 18.736403, 10.814889, 11.773930, 0.019033, 1.820642, 0.006823
B10a, Ne, 20.000000, 143.823395, 18.736403, 8.082199, 8.758211, 0.015185, 1.740639, 0.005325
B10a, Ne, 5.000000, 143.823395, 18.736403, 23.958270, 26.936621, 0.053948, 2.679531, 0.034012
B10a, Ne, 7.000000, 143.823395, 18.736403, 19.035329, 20.815617, 0.035751, 1.910627, 0.012511
B15a, Ne, 10.000000, 224.754501, 44.478115, 21.559296, 24.170283, 0.053316, 2.584196, 0.032498
B15a, Ne, 15.000000, 224.754501, 44.478115, 17.265448, 19.137076, 0.037059, 2.227274, 0.016603
B15a, Ne, 20.000000, 224.754501, 44.478115, 13.225004, 14.159540, 0.026153, 1.588560, 0.006723
B15a, Ne, 7.000000, 224.754501, 44.478115, 24.683504, 28.056699, 0.085978, 3.216931, 0.077634
B20a, Ne, 10.000000, 198.619568, 11.905387, 18.539407, 20.473060, 0.040905, 2.129050, 0.017007
B20a, Ne, 15.000000, 198.619568, 11.905387, 13.628504, 14.937451, 0.029010, 1.950140, 0.010926
B20a, Ne, 20.000000, 198.619568, 11.905387, 10.337143, 11.207404, 0.019969, 1.749038, 0.006452
B10a, Ar, 10.000000, 243.599060, 33.487698, 20.246806, 22.793522, 0.011047, 2.737341, 0.007101
B10a, Ar, 15.000000, 243.599060, 33.487698, 15.212936, 16.752225, 0.020864, 2.051648, 0.007968
B10a, Ar, 20.000000, 243.599060, 33.487698, 12.310298, 13.492304, 0.016590, 1.949621, 0.006048
B10a, Ar, 30.000000, 243.599060, 33.487698, 9.135048, 10.058385, 0.015358, 2.049842, 0.007457
B15a, Ar, 15.000000, 421.415314, 103.433685, 22.900563, 26.043860, 0.049638, 3.247495, 0.040820
B15a, Ar, 20.000000, 421.415314, 103.433685, 19.560543, 21.588950, 0.035226, 2.111654, 0.015234
B15a, Ar, 30.000000, 421.415314, 103.433685, 15.449556, 17.015073, 0.018617, 2.054352, 0.007145
B15a, Ar, 40.000000, 421.415314, 103.433685, 12.990199, 14.457021, 0.033061, 2.333393, 0.017976
B15a, Ar, 50.000000, 421.415314, 103.433685, 10.355550, 11.292713, 0.024722, 1.850762, 0.009869
B20a, Ar, 15.000000, 340.744965, 57.277641, 20.121062, 22.709246, 0.048335, 2.844282, 0.034265
B20a, Ar, 20.000000, 340.744965, 57.277641, 17.500483, 19.904023, 0.026900, 3.251648, 0.028443
B20a, Ar, 30.000000, 340.744965, 57.277641, 12.067173, 13.332559, 0.021193, 2.131876, 0.009493
B20a, Ar, 40.000000, 340.744965, 57.277641, 10.115983, 11.228178, 0.023980, 2.252381, 0.013725
B20a, Ar, 50.000000, 340.744965, 57.277641, 8.198342, 9.130740, 0.023867, 2.351337, 0.017328
B10a, N, 10.000000, 122.203011, 11.324994, 11.923177, 12.836599, 0.014105, 1.640473, 0.003739
B10a, N, 15.000000, 122.203011, 11.324994, 8.183280, 8.817656, 0.011219, 1.652489, 0.003379
B10a, N, 20.000000, 122.203011, 11.324994, 6.245430, 6.728628, 0.012113, 1.650895, 0.004529
B10a, N, 50.000000, 122.203011, 11.324994, 2.831199, 3.087682, 0.010871, 1.852217, 0.010040
B10a, N, 5.000000, 122.203011, 11.324994, 20.952131, 23.654942, 0.058615, 2.860101, 0.041900
B10a, N, 7.000000, 122.203011, 11.324994, 16.577899, 18.210172, 0.018051, 1.997394, 0.006949
B15a, N, 10.000000, 213.558167, 25.581604, 19.218347, 20.775674, 0.039618, 1.707938, 0.011536
B15a, N, 15.000000, 213.558167, 25.581604, 14.054129, 15.030641, 0.024613, 1.549967, 0.005755
B15a, N, 20.000000, 213.558167, 25.581604, 10.832778, 11.557516, 0.020947, 1.520359, 0.005051
B15a, N, 50.000000, 213.558167, 25.581604, 4.919864, 5.362417, 0.020691, 1.841563, 0.011580
B15a, N, 7.000000, 213.558167, 25.581604, 23.995462, 27.289690, 0.035593, 3.248839, 0.032790
B20a, N, 10.000000, 165.935745, 14.844070, 15.484282, 16.687284, 0.028841, 1.654536, 0.007113
B20a, N, 15.000000, 165.935745, 14.844070, 11.139347, 11.913412, 0.016761, 1.550041, 0.004305
B20a, N, 20.000000, 165.935745, 14.844070, 8.348675, 9.000412, 0.017058, 1.659795, 0.005623
B20a, N, 50.000000, 165.935745, 14.844070, 3.822264, 4.188767, 0.017516, 1.947219, 0.012872
B20a, N, 7.000000, 165.935745, 14.844070, 20.754258, 22.978908, 0.021192, 2.191467, 0.009000
B10a, C, 10.000000, 102.566864, 7.884386, 10.422155, 11.146407, 0.009894, 1.550079, 0.002584
B10a, C, 15.000000, 102.566864, 7.884386, 7.193576, 7.750308, 0.007583, 1.651236, 0.002605
B10a, C, 20.000000, 102.566864, 7.884386, 5.512335, 5.976748, 0.006738, 1.750010, 0.002926
B10a, C, 30.000000, 102.566864, 7.884386, 3.594158, 3.898119, 0.003262, 1.755041, 0.002043
B10a, C, 40.000000, 102.566864, 7.884386, 2.659445, 2.883825, 0.002965, 1.751941, 0.002407
B10a, C, 4.000000, 102.566864, 7.884386, 22.061596, 24.944900, 0.028967, 2.929431, 0.022044
B10a, C, 5.000000, 102.566864, 7.884386, 18.887484, 20.825781, 0.023261, 2.088632, 0.009498
B10a, C, 7.000000, 102.566864, 7.884386, 14.763462, 16.009552, 0.018087, 1.753447, 0.005335
B15a, C, 10.000000, 182.673721, 15.125042, 17.751492, 19.121666, 0.022556, 1.654789, 0.005548
B15a, C, 15.000000, 182.673721, 15.125042, 12.198573, 13.033997, 0.012883, 1.541271, 0.003002
B15a, C, 20.000000, 182.673721, 15.125042, 9.444095, 10.100480, 0.012156, 1.550185, 0.003233
B15a, C, 30.000000, 182.673721, 15.125042, 6.433761, 6.931199, 0.006574, 1.650171, 0.002348
B15a, C, 40.000000, 182.673721, 15.125042, 4.978630, 5.398750, 0.006150, 1.755140, 0.002868
B15a, C, 7.000000, 182.673721, 15.125042, 22.510099, 25.043861, 0.035724, 2.324623, 0.018106
B20a, C, 10.000000, 140.659027, 10.510295, 14.147093, 15.130020, 0.016197, 1.549930, 0.003662
B20a, C, 15.000000, 140.659027, 10.510295, 9.650016, 10.389751, 0.010334, 1.640636, 0.002898
B20a, C, 20.000000, 140.659027, 10.510295, 7.430694, 8.056498, 0.010798, 1.749552, 0.003780
B20a, C, 30.000000, 140.659027, 10.510295, 4.956276, 5.380507, 0.005688, 1.770392, 0.002747
B20a, C, 40.000000, 140.659027, 10.510295, 3.652023, 3.959907, 0.004374, 1.750878, 0.002646
B20a, C, 5.000000, 140.659027, 10.510295, 24.063466, 27.575916, 0.050428, 3.759343, 0.064832
B20a, C, 7.000000, 140.659027, 10.510295, 19.567294, 21.394126, 0.026084, 1.906072, 0.008677
C10, H, 10.000000, 17.701164, 1.121281, 1.939651, 2.126507, 0.007154, 1.955471, 0.011198
C10, H, 20.000000, 17.701164, 1.121281, 0.874731, 0.951403, 0.004489, 1.802090, 0.012458
C10, H, 30.000000, 17.701164, 1.121281, 0.565898, 0.611900, 0.002279, 1.703514, 0.008274
C10, H, 40.000000, 17.701164, 1.121281, 0.412866, 0.441976, 0.001903, 1.553502, 0.008237
C10, H, 5.000000, 17.701164, 1.121281, 3.653280, 3.961449, 0.006550, 1.751653, 0.005007
C13, H, 10.000000, 22.991264, 0.436693, 2.355504, 2.568961, 0.007619, 1.852664, 0.009049
C13, H, 20.000000, 22.991264, 0.436693, 1.155797, 1.266522, 0.004710, 1.945593, 0.011518
C13, H, 30.000000, 22.991264, 0.436693, 0.762484, 0.831464, 0.002347, 1.849797, 0.007709
C13, H, 40.000000, 22.991264, 0.436693, 0.570653, 0.619438, 0.001984, 1.767511, 0.008388
C13, H, 50.000000, 22.991264, 0.436693, 0.445980, 0.482535, 0.002177, 1.711943, 0.012105
C13, H, 5.000000, 22.991264, 0.436693, 4.659522, 5.052147, 0.012311, 1.750201, 0.008534
C14, H, 10.000000, 22.116203, 0.893774, 2.223422, 2.424521, 0.007945, 1.849790, 0.009669
C14, H, 20.000000, 22.116203, 0.893774, 1.136779, 1.240315, 0.005284, 1.860075, 0.012409
C14, H, 30.000000, 22.116203, 0.893774, 0.751254, 0.818981, 0.002489, 1.844297, 0.008372
C14, H, 40.000000, 22.116203, 0.893774, 0.515078, 0.553863, 0.001898, 1.619491, 0.007527
C14, H, 5.000000, 22.116203, 0.893774, 4.508312, 4.916177, 0.008657, 1.850242, 0.006801
C15, H, 10.000000, 23.112453, 1.046009, 2.325998, 2.536223, 0.007527, 1.848754, 0.008456
C15, H, 20.000000, 23.112453, 1.046009, 1.163912, 1.270574, 0.005155, 1.869581, 0.011674
C15, H, 30.000000, 23.112453, 1.046009, 0.832368, 0.907649, 0.002405, 1.849590, 0.007721
C15, H, 40.000000, 23.112453, 1.046009, 0.551886, 0.597380, 0.001942, 1.718178, 0.007991
C15, H, 50.000000, 23.112453, 1.046009, 0.441739, 0.474296, 0.002135, 1.599288, 0.010160
C15, H, 5.000000, 23.112453, 1.046009, 4.624498, 5.014292, 0.010215, 1.750578, 0.007285
C18, H, 10.000000, 25.438023, 1.055653, 2.594119, 2.813796, 0.008346, 1.756865, 0.008389
C18, H, 20.000000, 25.438023, 1.055653, 1.312544, 1.431096, 0.005968, 1.847679, 0.011868
C18, H, 30.000000, 25.438023, 1.055653, 0.858431, 0.931641, 0.002564, 1.765420, 0.006964
C18, H, 40.000000, 25.438023, 1.055653, 0.629305, 0.680131, 0.002204, 1.696472, 0.007754
C18, H, 50.000000, 25.438023, 1.055653, 0.470002, 0.505848, 0.002542, 1.633727, 0.011350
C18, H, 5.000000, 25.438023, 1.055653, 5.223713, 5.695981, 0.014798, 1.849162, 0.010656
C1, H, 10.000000, 27.333521, 0.732424, 2.787010, 3.021767, 0.010988, 1.749745, 0.010191
C1, H, 20.000000, 27.333521, 0.732424, 1.367261, 1.480215, 0.005514, 1.725509, 0.008791
C1, H, 30.000000, 27.333521, 0.732424, 0.951013, 1.027912, 0.002845, 1.698473, 0.006159
C1, H, 40.000000, 27.333521, 0.732424, 0.666990, 0.716420, 0.002284, 1.605760, 0.006301
C1, H, 50.000000, 27.333521, 0.732424, 0.533641, 0.572912, 0.002434, 1.596236, 0.008589
C1, H, 5.000000, 27.333521, 0.732424, 5.388611, 5.795123, 0.010565, 1.629648, 0.005839
C3, H, 10.000000, 21.782391, 0.540900, 2.177757, 2.374633, 0.008260, 1.849027, 0.010167
C3, H, 20.000000, 21.782391, 0.540900, 1.116974, 1.224205, 0.004424, 1.949114, 0.011523
C3, H, 30.000000, 21.782391, 0.540900, 0.733361, 0.798972, 0.002202, 1.832396, 0.007589
C3, H, 40.000000, 21.782391, 0.540900, 0.519244, 0.561359, 0.001727, 1.699428, 0.007532
C3, H, 50.000000, 21.782391, 0.540900, 0.438575, 0.473985, 0.002087, 1.694634, 0.011791
C3, H, 5.000000, 21.782391, 0.540900, 4.382243, 4.763330, 0.007433, 1.788352, 0.005358
C4, H, 10.000000, 18.850874, 0.878972, 1.952369, 2.138015, 0.007174, 1.932395, 0.010570
C4, H, 20.000000, 18.850874, 0.878972, 0.945142, 1.027964, 0.003704, 1.801807, 0.009598
C4, H, 30.000000, 18.850874, 0.878972, 0.647831, 0.704349, 0.002013, 1.794664, 0.007671
C4, H, 40.000000, 18.850874, 0.878972, 0.435058, 0.465907, 0.001546, 1.564286, 0.006933
C4, H, 5.000000, 18.850874, 0.878972, 3.814248, 4.136089, 0.006574, 1.751926, 0.004930
C6, H, 10.000000, 20.162968, 0.821100, 2.055105, 2.250285, 0.007885, 1.929360, 0.011197
C6, H, 20.000000, 20.162968, 0.821100, 1.054328, 1.154882, 0.004075, 1.936798, 0.011053
C6, H, 30.000000, 20.162968, 0.821100, 0.668359, 0.726916, 0.002117, 1.800890, 0.007730
C6, H, 40.000000, 20.162968, 0.821100, 0.472475, 0.509077, 0.001689, 1.649371, 0.007817
C6, H, 5.000000, 20.162968, 0.821100, 4.058759, 4.445462, 0.012557, 1.935411, 0.011092
C7, H, 10.000000, 19.215923, 1.400725, 1.942883, 2.118990, 0.007573, 1.853074, 0.010488
C7, H, 20.000000, 19.215923, 1.400725, 1.029235, 1.124866, 0.004187, 1.891086, 0.011210
C7, H, 30.000000, 19.215923, 1.400725, 0.658814, 0.714873, 0.001976, 1.761895, 0.007070
C7, H, 40.000000, 19.215923, 1.400725, 0.424415, 0.453735, 0.001562, 1.540667, 0.006875
C7, H, 5.000000, 19.215923, 1.400725, 3.904902, 4.258166, 0.009914, 1.850184, 0.008111
C8, H, 10.000000, 19.751846, 1.440934, 2.051618, 2.249362, 0.007502, 1.956717, 0.011460
C8, H, 20.000000, 19.751846, 1.440934, 1.055371, 1.156598, 0.004507, 1.947490, 0.012857
C8, H, 30.000000, 19.751846, 1.440934, 0.660355, 0.718541, 0.002191, 1.808884, 0.008260
C8, H, 40.000000, 19.751846, 1.440934, 0.463464, 0.500824, 0.001800, 1.692721, 0.008827
C8, H, 5.000000, 19.751846, 1.440934, 3.900763, 4.252248, 0.007662, 1.844187, 0.005918
C9, H, 10.000000, 20.320595, 1.481082, 2.107112, 2.308784, 0.007275, 1.943505, 0.010067
C9, H, 20.000000, 20.320595, 1.481082, 1.106012, 1.212322, 0.004740, 1.951315, 0.012720
C9, H, 30.000000, 20.320595, 1.481082, 0.663150, 0.719060, 0.001914, 1.750310, 0.006273
C9, H, 40.000000, 20.320595, 1.481082, 0.454941, 0.488200, 0.001653, 1.591566, 0.006935
C9, H, 5.000000, 20.320595, 1.481082, 4.106644, 4.477184, 0.007249, 1.846051, 0.005540
B06a, H, 5.000000, 24.753403, 1.559398, 4.932739, 5.378339, 0.013094, 1.847980, 0.010850
B06a, H, 10.000000, 24.753403, 1.559398, 2.522655, 2.761339, 0.010068, 1.927144, 0.013362
B06a, H, 15.000000, 24.753403, 1.559398, 1.683520, 1.853376, 0.005835, 2.045929, 0.011297
B06a, H, 20.000000, 24.753403, 1.559398, 1.276964, 1.400102, 0.005803, 1.957542, 0.013850
B07a, H, 5.000000, 22.018984, 1.307917, 4.417892, 4.790188, 0.009643, 1.750325, 0.007736
B07a, H, 10.000000, 22.018984, 1.307917, 2.308737, 2.541983, 0.011247, 2.048870, 0.017351
B07a, H, 15.000000, 22.018984, 1.307917, 1.547490, 1.697400, 0.004126, 1.965339, 0.008067
B07a, H, 20.000000, 22.018984, 1.307917, 1.160272, 1.272582, 0.004785, 1.963844, 0.012030
B08a, H, 5.000000, 20.917025, 1.503083, 4.313287, 4.676462, 0.009701, 1.749200, 0.007231
B08a, H, 10.000000, 20.917025, 1.503083, 2.269976, 2.494727, 0.009884, 2.003533, 0.014573
B08a, H, 15.000000, 20.917025, 1.503083, 1.532695, 1.684498, 0.004977, 2.006627, 0.009913
B08a, H, 20.000000, 20.917025, 1.503083, 1.160047, 1.276525, 0.005166, 2.036283, 0.014066
B09a, H, 5.000000, 23.653570, 1.958282, 5.130306, 5.562672, 0.014213, 1.750445, 0.010569
B09a, H, 10.000000, 23.653570, 1.958282, 2.659244, 2.927604, 0.009768, 2.046359, 0.012858
B09a, H, 15.000000, 23.653570, 1.958282, 1.771763, 1.944416, 0.004587, 1.976232, 0.007924
B09a, H, 20.000000, 23.653570, 1.958282, 1.316096, 1.442289, 0.004876, 1.947066, 0.010712
B15b, H, 5.000000, 30.262434, 3.013714, 6.896255, 7.558880, 0.023525, 1.950888, 0.020181
B15b, H, 10.000000, 30.262434, 3.013714, 3.356498, 3.710733, 0.008181, 2.147100, 0.010205
B15b, H, 15.000000, 30.262434, 3.013714, 2.241609, 2.473765, 0.006538, 2.098731, 0.010653
B15b, H, 20.000000, 30.262434, 3.013714, 1.695465, 1.874118, 0.006189, 2.143123, 0.013195
C8, H, 5.000000, 19.751846, 1.440934, 3.930974, 4.262046, 0.006717, 1.749595, 0.005261
C8, H, 10.000000, 19.751846, 1.440934, 2.068711, 2.266316, 0.004446, 1.939908, 0.006150
C8, H, 15.000000, 19.751846, 1.440934, 1.341773, 1.467772, 0.003205, 1.908663, 0.006205
C8, H, 20.000000, 19.751846, 1.440934, 1.028405, 1.124008, 0.002851, 1.891945, 0.007282
C8, H, 30.000000, 19.751846, 1.440934, 0.698790, 0.763721, 0.002352, 1.890763, 0.009049
C8, H, 40.000000, 19.751846, 1.440934, 0.469324, 0.508226, 0.001911, 1.727455, 0.009252
E52, H, 5.000000, 26.802149, 0.663636, 5.391079, 5.718329, 0.011186, 1.450913, 0.006018
E52, H, 10.000000, 26.802149, 0.663636, 2.781793, 3.033682, 0.006756, 1.851537, 0.007272
E52, H, 15.000000, 26.802149, 0.663636, 1.753252, 1.912389, 0.005402, 1.855175, 0.007792
E52, H, 20.000000, 26.802149, 0.663636, 1.342782, 1.471084, 0.004318, 1.941020, 0.008476
E52, H, 30.000000, 26.802149, 0.663636, 0.870532, 0.953090, 0.003233, 1.927625, 0.009231
E53, H, 5.000000, 28.999660, 0.531423, 5.638665, 6.030417, 0.008550, 1.549903, 0.005043
E53, H, 10.000000, 28.999660, 0.531423, 2.919173, 3.200401, 0.006642, 1.955537, 0.007400
E53, H, 15.000000, 28.999660, 0.531423, 1.921714, 2.106612, 0.004980, 1.953267, 0.007543
E53, H, 20.000000, 28.999660, 0.531423, 1.470646, 1.618495, 0.004505, 2.038170, 0.009223
E53, H, 30.000000, 28.999660, 0.531423, 0.957719, 1.049546, 0.002984, 1.946864, 0.008684
E53, H, 40.000000, 28.999660, 0.531423, 0.741675, 0.812646, 0.003089, 1.942831, 0.012203
E54, H, 5.000000, 29.383991, 0.443932, 5.850450, 6.344179, 0.012227, 1.752138, 0.008791
E54, H, 10.000000, 29.383991, 0.443932, 2.926607, 3.208848, 0.006371, 1.957415, 0.007133
E54, H, 15.000000, 29.383991, 0.443932, 1.945987, 2.133503, 0.004687, 1.955947, 0.006912
E54, H, 20.000000, 29.383991, 0.443932, 1.487734, 1.631232, 0.004633, 1.957886, 0.009189
E54, H, 30.000000, 29.383991, 0.443932, 0.960155, 1.052564, 0.003366, 1.953613, 0.009781
E54, H, 40.000000, 29.383991, 0.443932, 0.751332, 0.823755, 0.003110, 1.956161, 0.012294
E57, H, 5.000000, 29.942017, 0.613880, 5.878364, 6.374147, 0.009213, 1.751378, 0.006552
E57, H, 10.000000, 29.942017, 0.613880, 2.947577, 3.242566, 0.006757, 2.029409, 0.007933
E57, H, 15.000000, 29.942017, 0.613880, 1.958300, 2.154378, 0.005708, 2.030405, 0.009154
E57, H, 20.000000, 29.942017, 0.613880, 1.507519, 1.659625, 0.005503, 2.046075, 0.011411
E57, H, 30.000000, 29.942017, 0.613880, 1.024647, 1.126800, 0.003785, 2.020388, 0.011693
E57, H, 40.000000, 29.942017, 0.613880, 0.763794, 0.839275, 0.003456, 2.002292, 0.014127
E60, H, 5.000000, 30.803522, 0.518635, 5.967420, 6.458501, 0.011466, 1.720295, 0.007737
E60, H, 10.000000, 30.803522, 0.518635, 3.092310, 3.404238, 0.005576, 2.045472, 0.006445
E60, H, 15.000000, 30.803522, 0.518635, 2.062975, 2.271119, 0.005178, 2.045940, 0.008226
E60, H, 20.000000, 30.803522, 0.518635, 1.536319, 1.691602, 0.004545, 2.049756, 0.009249
E60, H, 30.000000, 30.803522, 0.518635, 1.043696, 1.144701, 0.003288, 1.964413, 0.009368
E60, H, 40.000000, 30.803522, 0.518635, 0.777519, 0.853341, 0.002980, 1.977240, 0.011342
E61, H, 5.000000, 32.833820, 1.640603, 6.592655, 7.038795, 0.013032, 1.528897, 0.006971
E61, H, 10.000000, 32.833820, 1.640603, 3.444254, 3.803654, 0.007015, 2.119162, 0.008202
E61, H, 15.000000, 32.833820, 1.640603, 2.244882, 2.471784, 0.006223, 2.049803, 0.009127
E61, H, 20.000000, 32.833820, 1.640603, 1.662229, 1.829643, 0.005489, 2.042119, 0.010402
E61, H, 30.000000, 32.833820, 1.640603, 1.102349, 1.213474, 0.003799, 2.044019, 0.010542
E61, H, 40.000000, 32.833820, 1.640603, 0.745242, 0.813221, 0.003244, 1.862700, 0.011344
E62, H, 10.000000, 52.108601, 1.027948, 5.273205, 5.759707, 0.012812, 1.878566, 0.010606
E62, H, 15.000000, 52.108601, 1.027948, 3.546596, 3.923474, 0.008475, 2.163841, 0.010419
E62, H, 20.000000, 52.108601, 1.027948, 2.569986, 2.840170, 0.007302, 2.137372, 0.010396
E62, H, 30.000000, 52.108601, 1.027948, 1.690583, 1.869074, 0.004996, 2.147916, 0.010416
E62, H, 40.000000, 52.108601, 1.027948, 1.313382, 1.455390, 0.005310, 2.205210, 0.015570
E63, H, 10.000000, 51.266113, 0.351295, 5.174825, 5.698188, 0.013813, 2.051127, 0.013634
E63, H, 15.000000, 51.266113, 0.351295, 3.404238, 3.763049, 0.007760, 2.144052, 0.009228
E63, H, 20.000000, 51.266113, 0.351295, 2.574545, 2.856440, 0.006764, 2.240803, 0.010756
E63, H, 30.000000, 51.266113, 0.351295, 1.695500, 1.875026, 0.005078, 2.154925, 0.011017
E63, H, 40.000000, 51.266113, 0.351295, 1.279192, 1.414837, 0.005495, 2.158622, 0.016521
E64, H, 15.000000, 76.363998, 2.176842, 5.260139, 5.858161, 0.013932, 2.350203, 0.017178
E64, H, 20.000000, 76.363998, 2.176842, 3.821534, 4.241299, 0.010709, 2.249791, 0.013432
E64, H, 30.000000, 76.363998, 2.176842, 2.553810, 2.844743, 0.008109, 2.356650, 0.015143
E64, H, 40.000000, 76.363998, 2.176842, 1.840046, 2.041082, 0.007922, 2.234809, 0.017433
C8, H, 5.000000, 19.751846, 1.440934, 4.095996, 4.468349, 0.011965, 1.857870, 0.011000
C8, H, 10.000000, 19.751846, 1.440934, 2.087524, 2.287837, 0.006190, 1.948411, 0.008916
C8, H, 15.000000, 19.751846, 1.440934, 1.380082, 1.513489, 0.004123, 1.962200, 0.008480
C8, H, 20.000000, 19.751846, 1.440934, 1.107710, 1.219762, 0.003752, 2.051235, 0.011028
C8, H, 30.000000, 19.751846, 1.440934, 0.741474, 0.812084, 0.003423, 1.934146, 0.013226
E22, H, 5.000000, 29.557760, 2.698459, 6.023709, 6.479657, 0.022380, 1.645409, 0.014893
E22, H, 10.000000, 29.557760, 2.698459, 3.073990, 3.369885, 0.009421, 1.954258, 0.010770
E22, H, 15.000000, 29.557760, 2.698459, 2.046258, 2.251000, 0.006487, 2.028113, 0.010299
E22, H, 20.000000, 29.557760, 2.698459, 1.577027, 1.741486, 0.006387, 2.118758, 0.013830
E22, H, 30.000000, 29.557760, 2.698459, 0.839034, 0.914537, 0.003436, 1.841621, 0.008949
E27, H, 5.000000, 26.384453, 6.065001, 5.500725, 5.834400, 0.025377, 1.450439, 0.013225
E27, H, 10.000000, 26.384453, 6.065001, 3.062646, 3.370894, 0.010330, 2.040729, 0.012615
E27, H, 15.000000, 26.384453, 6.065001, 2.112422, 2.326484, 0.006349, 2.055485, 0.010459
E27, H, 20.000000, 26.384453, 6.065001, 1.343335, 1.471685, 0.005069, 1.940960, 0.009617
E27, H, 30.000000, 26.384453, 6.065001, 0.594356, 0.641351, 0.002899, 1.670653, 0.006883
E35, H, 5.000000, 25.657080, 0.200197, 5.153746, 5.650776, 0.012854, 1.957186, 0.011622
E35, H, 10.000000, 25.657080, 0.200197, 2.541567, 2.790278, 0.009515, 1.983764, 0.012763
E35, H, 15.000000, 25.657080, 0.200197, 1.727199, 1.901131, 0.006125, 2.042201, 0.011202
E35, H, 20.000000, 25.657080, 0.200197, 1.284855, 1.408656, 0.004373, 1.956006, 0.010055
E35, H, 30.000000, 25.657080, 0.200197, 0.849968, 0.931710, 0.003840, 1.952189, 0.012606
E50, H, 5.000000, 23.635218, 2.856988, 4.196382, 4.488349, 0.014519, 1.551142, 0.009351
